Churn,Contract,PaymentMethod,PaperlessBilling,Charges.Monthly,Charges.Total,InternetService,OnlineSecurity,TechSupport,StreamingTV,StreamingMovies
0,month-to-month,electronic check,yes,101.4,3143.65,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,96.55,1901.65,fiber optic,yes,yes,yes,no
0,month-to-month,bank transfer (automatic),no,43.8,540.95,dsl,no,no,no,no
0,one year,mailed check,no,40.25,1564.05,dsl,yes,yes,no,no
1,month-to-month,credit card (automatic),yes,30.5,208.7,dsl,no,no,no,no
0,two year,credit card (automatic),yes,19.8,1414.65,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),no,49.0,49.0,dsl,no,yes,no,no
1,month-to-month,credit card (automatic),yes,70.05,266.9,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,77.15,77.15,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),yes,76.1,4818.8,dsl,no,yes,yes,no
1,month-to-month,bank transfer (automatic),yes,100.15,1164.3,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,81.0,340.85,fiber optic,no,no,yes,no
0,month-to-month,electronic check,yes,107.5,7713.55,fiber optic,yes,no,yes,yes
0,two year,mailed check,no,19.55,1240.15,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,72.75,2447.45,dsl,yes,no,yes,no
1,month-to-month,mailed check,yes,70.15,70.15,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,20.85,72.0,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,101.75,7069.3,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,49.65,2553.35,dsl,no,no,yes,yes
1,month-to-month,electronic check,yes,50.9,225.6,dsl,no,no,no,no
0,two year,credit card (automatic),yes,19.4,1284.2,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,111.75,7511.3,fiber optic,yes,yes,yes,yes
0,two year,bank transfer (automatic),no,23.65,1416.75,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),yes,100.05,6871.9,fiber optic,no,yes,yes,yes
1,one year,electronic check,yes,60.05,3229.65,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,69.6,69.6,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,48.55,201.0,dsl,no,no,yes,yes
0,one year,credit card (automatic),yes,84.3,5289.05,fiber optic,yes,no,no,no
0,month-to-month,mailed check,yes,46.1,130.15,dsl,no,no,no,no
0,one year,electronic check,yes,56.45,3985.35,dsl,yes,no,yes,yes
0,month-to-month,mailed check,yes,19.65,38.8,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,79.5,2180.55,fiber optic,no,yes,no,no
1,month-to-month,electronic check,yes,85.05,746.5,fiber optic,no,no,no,yes
0,two year,bank transfer (automatic),no,20.25,717.95,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),no,54.25,447.75,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,94.25,669.0,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,76.15,4929.55,dsl,yes,yes,no,yes
0,one year,bank transfer (automatic),yes,19.45,600.25,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,108.0,5760.65,fiber optic,yes,yes,yes,yes
0,month-to-month,bank transfer (automatic),no,19.9,19.9,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,yes,74.45,1145.7,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,100.2,420.2,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,no,84.95,2169.75,fiber optic,no,no,no,yes
0,month-to-month,electronic check,yes,88.85,929.45,fiber optic,no,no,yes,yes
1,one year,electronic check,yes,111.3,7482.1,fiber optic,yes,no,yes,yes
1,month-to-month,electronic check,yes,95.35,898.35,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,76.95,4543.95,dsl,no,yes,yes,yes
0,one year,credit card (automatic),no,24.8,1600.95,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,104.9,7559.55,fiber optic,yes,yes,yes,yes
0,month-to-month,bank transfer (automatic),yes,98.1,2510.7,fiber optic,no,no,yes,yes
1,one year,mailed check,yes,19.75,145.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,100.05,4834.0,fiber optic,no,yes,yes,yes
0,month-to-month,credit card (automatic),yes,81.3,3190.65,fiber optic,yes,no,no,no
1,month-to-month,electronic check,yes,25.15,25.15,dsl,no,no,no,no
1,month-to-month,electronic check,yes,91.1,455.3,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,no,44.75,44.75,dsl,no,no,no,no
0,two year,credit card (automatic),yes,19.8,1119.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,88.8,3340.55,fiber optic,no,no,yes,no
0,one year,electronic check,no,110.5,6139.5,fiber optic,yes,no,yes,yes
0,one year,mailed check,no,19.9,173.15,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,80.3,324.2,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),yes,99.65,6951.15,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,98.9,5780.7,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,19.65,978.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,89.45,2807.65,fiber optic,yes,no,yes,no
0,month-to-month,mailed check,no,20.3,20.3,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,55.7,335.65,dsl,yes,no,no,no
0,two year,bank transfer (automatic),yes,66.15,3199.0,dsl,no,yes,yes,no
0,one year,bank transfer (automatic),no,58.2,469.25,dsl,yes,yes,no,no
0,one year,mailed check,yes,20.05,417.0,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,84.45,2467.1,fiber optic,yes,no,no,no
0,month-to-month,bank transfer (automatic),no,33.6,2117.2,dsl,yes,no,no,no
1,month-to-month,credit card (automatic),no,91.7,2758.15,fiber optic,yes,no,no,no
1,month-to-month,electronic check,yes,89.1,2368.4,fiber optic,no,no,no,yes
0,month-to-month,electronic check,yes,79.55,718.55,fiber optic,no,no,no,yes
0,one year,electronic check,no,20.55,99.45,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,85.35,758.6,fiber optic,no,no,yes,no
0,one year,credit card (automatic),yes,108.05,7118.9,fiber optic,no,yes,yes,yes
0,month-to-month,bank transfer (automatic),yes,101.45,2948.6,fiber optic,no,no,yes,yes
0,month-to-month,mailed check,yes,25.75,25.75,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,79.55,958.25,fiber optic,no,yes,no,no
0,one year,mailed check,no,100.9,5448.6,fiber optic,yes,no,yes,yes
1,month-to-month,electronic check,yes,73.85,926.25,fiber optic,no,yes,no,no
0,two year,credit card (automatic),no,25.05,1629.2,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,105.35,3540.65,fiber optic,no,yes,yes,yes
0,month-to-month,credit card (automatic),no,20.75,20.75,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,no,53.65,1939.35,dsl,yes,no,no,no
0,two year,mailed check,no,25.2,387.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,51.65,524.5,dsl,yes,no,no,no
0,two year,mailed check,no,71.1,213.35,dsl,yes,yes,no,yes
0,month-to-month,electronic check,yes,25.7,25.7,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,86.1,3551.65,fiber optic,yes,no,no,no
0,month-to-month,mailed check,no,20.05,163.6,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,46.0,181.6,dsl,no,no,no,no
0,two year,bank transfer (automatic),yes,19.6,1387.45,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,no,93.85,1625.65,fiber optic,yes,no,yes,yes
0,month-to-month,credit card (automatic),yes,48.95,273.25,dsl,no,no,no,no
1,month-to-month,electronic check,yes,94.0,181.7,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,49.55,49.55,dsl,yes,no,no,no
1,one year,credit card (automatic),yes,105.65,6903.1,fiber optic,no,yes,yes,yes
0,one year,bank transfer (automatic),no,54.85,2191.7,dsl,no,yes,yes,yes
0,one year,mailed check,no,56.9,2560.1,dsl,yes,yes,no,no
1,month-to-month,electronic check,yes,90.75,90.75,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),yes,84.2,5986.55,dsl,yes,yes,yes,yes
0,two year,credit card (automatic),no,19.8,641.35,no,no internet service,no internet service,no internet service,no internet service
0,one year,bank transfer (automatic),yes,109.55,3608.0,fiber optic,yes,yes,yes,yes
0,month-to-month,mailed check,yes,20.5,104.3,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,45.25,85.5,dsl,no,no,yes,yes
1,month-to-month,electronic check,no,80.55,184.1,fiber optic,no,no,no,yes
0,month-to-month,credit card (automatic),yes,82.65,1470.05,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),no,20.35,122.0,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,24.0,226.55,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,50.15,50.15,dsl,no,no,no,no
0,one year,credit card (automatic),yes,56.3,2364.0,dsl,no,no,no,no
1,one year,bank transfer (automatic),no,99.9,6137.0,fiber optic,no,no,yes,yes
0,one year,mailed check,no,20.15,419.9,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,103.7,4730.6,fiber optic,yes,yes,yes,yes
0,two year,credit card (automatic),yes,74.2,4805.65,dsl,no,yes,no,yes
0,month-to-month,credit card (automatic),yes,100.15,908.55,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,no,95.2,930.4,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),yes,77.65,714.15,fiber optic,no,no,yes,no
0,one year,electronic check,yes,89.2,3251.3,fiber optic,yes,yes,no,yes
1,month-to-month,electronic check,yes,74.7,165.4,fiber optic,no,no,no,no
0,month-to-month,mailed check,yes,43.35,371.4,dsl,no,no,no,yes
0,month-to-month,electronic check,no,29.1,688.0,dsl,no,no,no,no
0,two year,mailed check,yes,53.1,1901.25,dsl,yes,yes,no,yes
0,two year,bank transfer (automatic),yes,111.3,7567.2,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,83.05,1258.3,fiber optic,no,yes,no,no
0,two year,bank transfer (automatic),yes,61.9,2304.6436342108927,dsl,yes,yes,no,no
1,month-to-month,electronic check,no,78.05,78.05,fiber optic,no,no,yes,no
1,month-to-month,bank transfer (automatic),no,39.1,971.3,dsl,yes,no,no,yes
0,month-to-month,mailed check,yes,36.0,780.15,dsl,no,yes,no,no
0,month-to-month,mailed check,yes,58.95,601.6,dsl,no,no,no,yes
0,month-to-month,electronic check,yes,104.95,5222.35,fiber optic,no,yes,yes,yes
0,one year,mailed check,no,19.45,270.2,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),no,110.3,6997.3,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,yes,80.35,253.8,fiber optic,no,no,no,yes
0,one year,credit card (automatic),yes,85.45,6028.95,fiber optic,yes,no,no,no
0,month-to-month,bank transfer (automatic),no,20.15,238.15,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,83.4,83.4,fiber optic,yes,yes,no,no
0,month-to-month,electronic check,yes,20.5,76.95,no,no internet service,no internet service,no internet service,no internet service
1,one year,electronic check,yes,60.45,3184.25,dsl,no,yes,yes,yes
0,two year,mailed check,yes,19.95,927.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,80.3,4896.35,fiber optic,no,no,no,no
0,two year,credit card (automatic),yes,108.55,7616.0,fiber optic,yes,yes,yes,yes
0,month-to-month,electronic check,yes,69.35,341.6,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),yes,25.3,1748.55,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,100.3,4222.95,fiber optic,no,yes,yes,yes
0,month-to-month,mailed check,yes,74.75,238.1,fiber optic,no,no,no,no
0,month-to-month,electronic check,no,54.95,1348.5,dsl,yes,yes,no,no
0,two year,mailed check,no,20.55,1357.1,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),no,19.8,475.2,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),yes,99.75,5608.4,fiber optic,no,yes,no,yes
0,one year,bank transfer (automatic),yes,105.1,5376.4,fiber optic,no,no,yes,yes
0,two year,mailed check,no,25.1,611.45,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,yes,26.8,733.55,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,101.35,3334.9,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,50.15,762.25,dsl,yes,no,no,no
0,month-to-month,bank transfer (automatic),yes,88.45,2130.55,fiber optic,no,no,no,yes
0,one year,credit card (automatic),no,54.55,1362.85,dsl,yes,yes,yes,yes
0,one year,bank transfer (automatic),yes,20.05,923.1,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,no,20.05,20.05,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,yes,70.25,331.9,fiber optic,no,no,no,no
0,two year,credit card (automatic),no,19.4,1023.95,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,credit card (automatic),yes,45.55,597.0,dsl,yes,yes,yes,no
0,one year,mailed check,no,19.9,543.0,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,19.45,921.3,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,95.05,1679.4,fiber optic,no,yes,no,yes
0,two year,bank transfer (automatic),yes,71.45,5025.85,dsl,yes,no,yes,no
0,month-to-month,electronic check,yes,95.25,3314.15,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),no,29.8,220.45,dsl,yes,no,no,no
0,month-to-month,bank transfer (automatic),no,81.4,3775.85,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),yes,45.0,865.85,dsl,no,no,no,no
0,one year,mailed check,yes,19.8,572.2,no,no internet service,no internet service,no internet service,no internet service
0,one year,credit card (automatic),no,103.9,6449.15,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,yes,45.9,199.75,dsl,no,no,no,no
0,month-to-month,electronic check,yes,103.65,3988.5,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,no,19.9,57.4,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,mailed check,no,45.05,45.05,dsl,no,no,no,no
0,one year,mailed check,no,45.9,693.45,dsl,yes,yes,no,no
1,two year,electronic check,yes,108.05,7532.15,fiber optic,yes,yes,yes,yes
1,month-to-month,electronic check,no,84.1,4348.65,fiber optic,yes,no,yes,no
1,month-to-month,mailed check,no,20.65,38.7,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,93.15,2231.05,fiber optic,no,no,yes,yes
0,month-to-month,credit card (automatic),yes,75.35,3161.4,fiber optic,no,no,no,no
1,month-to-month,bank transfer (automatic),no,46.05,80.35,dsl,no,no,no,no
0,month-to-month,mailed check,yes,49.7,1218.25,dsl,no,no,no,no
1,month-to-month,electronic check,yes,99.8,4259.3,fiber optic,no,no,yes,yes
1,month-to-month,electronic check,yes,87.25,1258.6,fiber optic,no,no,no,yes
0,two year,mailed check,yes,68.3,4378.8,dsl,no,yes,no,yes
0,two year,credit card (automatic),no,19.4,1363.25,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,mailed check,yes,56.15,1439.35,dsl,no,yes,no,no
0,one year,electronic check,yes,73.0,2471.25,dsl,no,yes,yes,yes
0,month-to-month,mailed check,yes,59.55,59.55,dsl,no,yes,no,yes
0,one year,electronic check,yes,103.8,3470.8,fiber optic,yes,no,yes,yes
1,month-to-month,electronic check,no,68.65,68.65,fiber optic,no,no,no,no
1,month-to-month,mailed check,yes,89.55,3856.75,fiber optic,no,no,yes,yes
0,one year,credit card (automatic),yes,95.85,5016.25,fiber optic,no,no,yes,yes
1,one year,mailed check,yes,55.85,937.5,dsl,no,no,no,no
1,month-to-month,credit card (automatic),yes,85.8,1727.5,fiber optic,no,no,no,yes
0,one year,mailed check,no,19.15,124.4,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,yes,24.7,24.7,dsl,no,no,no,no
0,two year,electronic check,no,89.65,5308.7,dsl,yes,yes,yes,yes
1,month-to-month,electronic check,yes,89.2,346.2,fiber optic,no,no,yes,no
1,month-to-month,electronic check,no,80.5,80.5,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),yes,83.65,5733.4,fiber optic,no,yes,no,no
1,month-to-month,electronic check,yes,79.25,79.25,fiber optic,no,no,no,yes
1,month-to-month,mailed check,no,80.6,155.8,fiber optic,no,no,no,no
1,month-to-month,credit card (automatic),yes,89.3,4016.85,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,84.85,3303.05,fiber optic,no,yes,no,no
0,month-to-month,electronic check,yes,105.1,3634.8,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,yes,85.95,1215.65,fiber optic,no,no,no,yes
1,month-to-month,mailed check,yes,20.25,20.25,no,no internet service,no internet service,no internet service,no internet service
0,one year,mailed check,no,40.9,1383.6,dsl,no,yes,yes,no
0,one year,electronic check,no,19.9,666.0,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,102.65,7550.3,fiber optic,yes,no,no,yes
0,month-to-month,electronic check,yes,74.2,140.1,fiber optic,no,no,no,no
0,month-to-month,bank transfer (automatic),no,19.45,227.45,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,75.75,5388.15,dsl,yes,yes,yes,no
0,month-to-month,bank transfer (automatic),yes,104.9,5913.95,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,70.3,2416.55,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,86.9,6194.1,dsl,yes,yes,yes,yes
1,one year,electronic check,yes,107.5,6873.75,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),no,45.2,1841.9,dsl,no,no,no,no
0,two year,bank transfer (automatic),yes,21.3,1041.8,no,no internet service,no internet service,no internet service,no internet service
1,one year,bank transfer (automatic),yes,117.8,8684.8,fiber optic,yes,yes,yes,yes
0,one year,credit card (automatic),no,79.85,4786.1,dsl,yes,yes,no,yes
0,two year,mailed check,no,19.35,309.25,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),yes,34.0,853.0,dsl,no,no,yes,no
0,one year,electronic check,no,80.8,3132.75,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,69.8,146.65,fiber optic,no,no,no,no
1,one year,electronic check,yes,55.95,1157.05,dsl,yes,no,yes,yes
0,one year,credit card (automatic),yes,101.05,6770.5,fiber optic,no,no,yes,yes
0,two year,credit card (automatic),yes,19.55,1462.05,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,44.55,44.55,dsl,no,no,no,no
0,two year,bank transfer (automatic),yes,84.05,6052.25,fiber optic,yes,no,no,no
0,month-to-month,credit card (automatic),yes,70.4,154.8,fiber optic,no,no,no,no
0,one year,mailed check,no,20.6,233.9,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,24.95,1468.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,34.85,1267.2,dsl,no,yes,no,no
0,one year,bank transfer (automatic),yes,90.6,3358.65,dsl,yes,yes,yes,yes
1,month-to-month,electronic check,no,55.9,2184.35,dsl,yes,no,yes,yes
0,month-to-month,credit card (automatic),yes,80.55,1406.65,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,84.75,1651.95,fiber optic,yes,no,no,no
1,month-to-month,bank transfer (automatic),yes,76.65,333.6,fiber optic,no,no,no,no
0,month-to-month,credit card (automatic),yes,69.95,69.95,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,83.45,3147.15,fiber optic,yes,no,no,yes
0,one year,mailed check,yes,19.7,2304.6436342108927,no,no internet service,no internet service,no internet service,no internet service
0,one year,electronic check,yes,100.55,5514.95,fiber optic,yes,no,yes,yes
0,one year,credit card (automatic),yes,68.95,2038.7,dsl,no,no,yes,no
0,two year,credit card (automatic),no,88.7,6501.35,dsl,yes,yes,yes,yes
0,one year,bank transfer (automatic),yes,20.2,140.95,no,no internet service,no internet service,no internet service,no internet service
0,two year,bank transfer (automatic),yes,104.05,5566.4,fiber optic,yes,yes,no,yes
0,one year,electronic check,yes,94.65,4312.5,fiber optic,no,no,yes,no
0,month-to-month,mailed check,no,20.7,112.75,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,94.2,777.3,fiber optic,no,no,yes,yes
1,one year,electronic check,yes,98.25,5508.35,fiber optic,no,no,yes,yes
1,month-to-month,credit card (automatic),no,65.25,1994.3,dsl,yes,yes,no,no
0,month-to-month,electronic check,yes,59.9,788.35,dsl,no,no,yes,no
0,month-to-month,credit card (automatic),yes,110.1,4469.1,fiber optic,yes,yes,yes,yes
0,one year,electronic check,yes,94.05,5483.9,fiber optic,yes,yes,no,no
0,one year,mailed check,no,103.05,5153.5,fiber optic,no,yes,yes,yes
1,month-to-month,mailed check,yes,24.4,36.55,dsl,no,no,no,no
0,two year,mailed check,no,79.2,3593.8,dsl,yes,no,yes,yes
0,month-to-month,electronic check,no,64.8,1166.7,dsl,yes,no,no,yes
0,month-to-month,mailed check,yes,33.45,1175.85,dsl,no,yes,no,no
1,month-to-month,mailed check,no,50.6,50.6,dsl,yes,no,no,no
1,month-to-month,credit card (automatic),no,80.8,332.45,fiber optic,no,yes,no,no
1,month-to-month,electronic check,yes,85.3,424.15,fiber optic,no,no,no,no
0,two year,credit card (automatic),yes,64.15,4254.1,dsl,yes,yes,no,no
1,month-to-month,electronic check,no,80.85,1400.85,fiber optic,no,no,yes,no
1,month-to-month,electronic check,yes,78.85,1772.25,fiber optic,yes,no,no,no
0,month-to-month,electronic check,no,50.8,50.8,dsl,no,no,no,no
0,one year,electronic check,no,84.45,4959.15,fiber optic,no,no,yes,no
1,month-to-month,bank transfer (automatic),yes,45.4,518.9,dsl,no,no,no,no
0,month-to-month,electronic check,no,20.85,473.9,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,bank transfer (automatic),yes,50.9,2333.85,dsl,yes,no,yes,yes
0,month-to-month,credit card (automatic),yes,85.3,781.4,fiber optic,no,no,no,yes
1,month-to-month,electronic check,yes,80.35,307.4,fiber optic,no,no,yes,no
0,month-to-month,electronic check,yes,85.95,2107.15,fiber optic,no,yes,no,no
0,two year,credit card (automatic),yes,25.95,1801.9,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,45.15,98.5,dsl,no,no,no,no
0,one year,mailed check,no,18.8,18.8,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,100.6,1060.2,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,no,51.4,96.8,dsl,no,no,yes,yes
0,one year,credit card (automatic),no,60.5,3870.0,dsl,yes,yes,no,no
0,one year,electronic check,no,69.45,477.05,dsl,yes,no,yes,no
0,month-to-month,electronic check,yes,78.75,995.35,dsl,yes,no,yes,yes
0,one year,electronic check,no,94.7,5468.95,fiber optic,no,yes,no,yes
0,month-to-month,credit card (automatic),yes,91.95,3301.05,fiber optic,no,no,yes,no
0,two year,credit card (automatic),yes,90.05,5965.95,dsl,yes,yes,yes,yes
0,month-to-month,mailed check,yes,59.05,1253.5,dsl,yes,yes,no,no
1,month-to-month,electronic check,no,94.4,1607.2,fiber optic,yes,no,yes,no
1,month-to-month,mailed check,yes,74.45,74.45,fiber optic,no,no,no,no
1,month-to-month,electronic check,yes,94.0,1078.9,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),yes,73.55,145.4,fiber optic,no,no,no,no
0,month-to-month,electronic check,no,95.4,293.15,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),yes,74.8,321.9,fiber optic,no,no,no,no
0,two year,bank transfer (automatic),no,19.75,1375.4,no,no internet service,no internet service,no internet service,no internet service
0,two year,credit card (automatic),yes,104.9,7732.65,fiber optic,yes,yes,no,yes
0,month-to-month,electronic check,yes,93.5,2341.55,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,74.55,3015.75,dsl,no,no,yes,yes
0,two year,mailed check,no,84.7,5991.05,dsl,yes,no,yes,yes
0,month-to-month,electronic check,yes,90.85,6470.1,fiber optic,yes,no,no,yes
0,one year,electronic check,yes,69.95,220.45,dsl,no,no,yes,yes
0,two year,credit card (automatic),yes,110.05,7430.75,fiber optic,yes,no,yes,yes
1,month-to-month,electronic check,yes,89.5,573.3,fiber optic,no,no,yes,yes
0,two year,bank transfer (automatic),no,92.0,6632.75,dsl,yes,yes,yes,yes
0,two year,bank transfer (automatic),no,86.15,5883.85,dsl,no,yes,yes,yes
0,one year,mailed check,yes,53.95,2375.4,dsl,no,no,yes,yes
1,one year,credit card (automatic),yes,99.2,4062.2,fiber optic,no,yes,yes,yes
0,two year,bank transfer (automatic),yes,24.9,467.7,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,yes,40.05,2799.75,dsl,no,yes,no,yes
0,two year,credit card (automatic),no,71.05,1524.85,dsl,yes,yes,yes,no
1,month-to-month,electronic check,yes,104.9,3351.55,fiber optic,no,yes,yes,yes
0,month-to-month,electronic check,yes,103.95,2964.8,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,74.2,1993.25,fiber optic,no,no,no,no
0,month-to-month,electronic check,yes,95.15,2395.7,fiber optic,no,yes,yes,yes
1,month-to-month,electronic check,yes,98.8,5617.75,fiber optic,yes,no,yes,yes
0,month-to-month,credit card (automatic),yes,103.65,5676.65,fiber optic,no,no,yes,yes
1,month-to-month,bank transfer (automatic),yes,94.2,193.8,fiber optic,no,no,yes,yes
0,month-to-month,bank transfer (automatic),yes,20.7,39.85,no,no internet service,no internet service,no internet service,no internet service
0,two year,mailed check,no,25.6,485.9,no,no internet service,no internet service,no internet service,no internet service
1,one year,electronic check,yes,96.75,6125.4,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,20.0,377.55,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,electronic check,no,75.6,661.55,fiber optic,yes,no,no,no
0,month-to-month,mailed check,no,20.65,158.95,no,no internet service,no internet service,no internet service,no internet service
0,month-to-month,credit card (automatic),yes,75.3,2263.4,fiber optic,no,no,no,no
0,month-to-month,mailed check,no,33.75,1009.25,dsl,no,no,yes,no
0,month-to-month,mailed check,no,19.55,19.55,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,bank transfer (automatic),no,81.7,858.6,fiber optic,yes,no,no,no
0,one year,credit card (automatic),yes,70.8,3478.15,dsl,yes,yes,yes,no
0,two year,bank transfer (automatic),yes,111.2,7530.8,fiber optic,no,yes,yes,yes
1,month-to-month,credit card (automatic),no,86.15,2745.7,fiber optic,no,no,no,yes
0,one year,bank transfer (automatic),no,75.1,2658.8,dsl,yes,no,yes,yes
0,two year,credit card (automatic),no,25.0,1584.8,no,no internet service,no internet service,no internet service,no internet service
1,month-to-month,electronic check,yes,89.9,89.9,fiber optic,no,no,yes,yes
0,month-to-month,electronic check,yes,74.85,572.45,fiber optic,no,no,no,no
1,month-to-month,mailed check,no,44.95,431.0,dsl,no,no,no,no
